Date,Ticker,ret5,ret20,rel20,rsi14,vol_spike,bb_pos,above_sma20,above_sma50,Outcome2D_Label,Outcome2D_Excess
20250310,AAPL,-0.04432211074512815,0.000439752199601795,0.06733710599333376,38.100422101861525,1.5227160220989806,0.0,0.0,0.0,0,-0.04310743007022577
20250311,AAPL,-0.06395968297515697,-0.029914317428662796,0.05098180985753642,31.71918617957482,1.5386956572702113,0.0,0.0,0.0,0,-0.04243970701053601
20250312,AAPL,-0.07957924005042127,-0.06723410069820279,0.009487030022137577,28.70898336882746,1.2528735367409585,0.0,0.0,0.0,0,-0.023134335163100705
20250313,AAPL,-0.10899595311749566,-0.11478871961557591,-0.028704138261450907,24.058812163194148,1.209716597753752,0.0,0.0,0.0,0,-0.007923389751454568
20250314,AAPL,-0.10699798169287633,-0.11609321924358551,-0.039141013744730224,30.3956807813681,1.177330113745873,0.026726534811846153,0.0,0.0,0,-0.0005667899224587325
20250317,AAPL,-0.05925794630307568,-0.1251022139753426,-0.05531376038937408,31.22299938771593,0.9350433022607892,0.09597984704367474,0.0,0.0,1,0.005829659535205978
20250318,AAPL,-0.03690446423685878,-0.12999546690701336,-0.04745935097516407,30.229101698219083,0.8304850429648459,0.1204148105078884,0.0,0.0,0,-0.001338236767009171
20250319,AAPL,-0.008019158452928554,-0.12100297246201497,-0.04627983791356216,34.593668783451335,1.041814508192364,0.20234603338001286,0.0,0.0,1,0.01664013017972521
20250320,AAPL,0.021079828077461782,-0.1290729475140805,-0.055528617145260806,33.582265048747445,0.9214221229071349,0.2113921347855924,0.0,0.0,1,0.012722480419362636
20250321,AAPL,0.02238986747764593,-0.1110974965475453,-0.05398604909394389,40.441723007447685,1.709040687938998,0.31082749806729165,0.0,0.0,1,0.004751099392074298
20250324,AAPL,0.031448575061046924,-0.10671795753034286,-0.0708795184533284,44.10888050174576,0.809492179541179,0.3771874276515627,0.0,0.0,1,0.013187471007152896
20250325,AAPL,0.0520005405321049,-0.09427620143325766,-0.06558602840447791,48.31616908063054,0.6381905033879864,0.4599677464339331,0.0,0.0,1,0.015009244542157907
20250326,AAPL,0.02922320075471574,-0.0783408437313261,-0.037570596729644024,45.598830858720305,0.6436163567640305,0.42798799055256637,0.0,0.0,1,0.006354436209126013
20250327,AAPL,0.045539482504711515,-0.05667925273108276,-0.028879889299724404,48.83719971707618,0.6953395410303153,0.49808259397783666,0.0,0.0,1,0.0058769289225458765
20250328,AAPL,-0.0016952104173798554,-0.09899107721020795,-0.03697543115556445,41.941550330036385,0.758492721775964,0.37142325550715044,0.0,0.0,1,0.014721150937619942
20250331,AAPL,0.006342634482568332,-0.0667982397262259,-0.02791783293432326,47.605485176883896,1.2227697905211854,0.50557534917747,1.0,0.0,0,-0.0012473430095467641
20250401,AAPL,-0.002502755868504458,-0.05399900701198912,-0.02937859740935378,48.94950264583049,0.6931328872878366,0.5587870570600585,1.0,0.0,0,-0.04634565716282535
20250402,AAPL,0.01065323274463248,-0.05026722173294851,-0.02138194687668582,49.864121028912784,0.6909309717511471,0.6086462711501577,1.0,0.0,0,-0.053665986553385836
20250403,AAPL,-0.09229403324889085,-0.13657424093409853,-0.07651688628942055,31.74932125581124,1.8844621477646166,0.0,0.0,0.0,0,-0.046724239210826135
20250404,AAPL,-0.1354749331803018,-0.212029929424832,-0.09201332674210361,24.80595890892721,2.1390966946851617,0.0,0.0,0.0,0,-0.06730642836615919
20250407,AAPL,-0.18309098093192067,-0.2023034715470503,-0.104756736672868,22.346796789858075,2.53575493742481,0.0,0.0,0.0,1,0.008122077829891383
20250408,AAPL,-0.22747445132413124,-0.21925378334255696,-0.11501854423672142,19.61158210807791,1.8446882382322607,0.0,0.0,0.0,1,0.047797743966257356
20250409,AAPL,-0.11184066874778131,-0.08355605836162971,-0.06816857859135339,41.97373257421412,2.5750022744729977,0.29678218160570957,0.0,0.0,1,0.023237723236218866
20250410,AAPL,-0.06284756767369204,-0.09185423671986803,-0.046041769309788316,38.31289608037306,1.6330013111708919,0.18588380601245444,0.0,0.0,1,0.03582656868374312
20250411,AAPL,0.051863148040680596,-0.07185352103876463,-0.023411351477551134,43.20451370691966,1.150442169314108,0.3245710901263886,0.0,0.0,1,0.013262967806096482
20250414,AAPL,0.11605862704810077,-0.053644844675932335,-0.007081814732072145,45.820189872740336,1.288395731979152,0.40316749099260496,0.0,0.0,0,-0.015770198173316707
20250415,AAPL,0.17236980604810537,-0.049602810306672906,-0.010757826104677903,45.6234179829775,0.6490064124016286,0.4057040758816958,0.0,0.0,0,-0.004693847232209891
20250416,AAPL,-0.02303243850602299,-0.09742611408500501,-0.027091869030155147,41.635675703847916,0.7524972475366406,0.3003522119544562,0.0,0.0,1,0.016696298323094605
20250417,AAPL,0.03445021175778451,-0.07996265198885166,-0.01365470523937895,43.46804724068103,0.6557969153795853,0.3565772838467419,0.0,0.0,1,0.012415773718442269
20250421,AAPL,-0.025182856991555425,-0.11504101547238665,-0.026208096105505008,41.49064786588994,0.6056711316866455,0.3165562235822846,0.0,0.0,1,0.017309130678587525
20250422,AAPL,-0.013727022842923153,-0.09509350339237777,-0.013519521147795643,46.04381107931964,0.6826102247864009,0.4336375950509327,0.0,0.0,1,0.006335578917107787
20250423,AAPL,0.012169867210226837,-0.08558659408834157,-0.016007405484635973,49.18895622939364,0.6739967843003873,0.5277883034439648,1.0,0.0,0,-0.005552419195985925
20250424,AAPL,0.07257937839270623,-0.05940505733031176,-0.020888716416706088,51.548333989957136,0.5975679209180854,0.605980464614368,1.0,0.0,1,0.0008851861141887518
20250425,AAPL,0.06244284720324034,-0.06508829564943941,-0.03609762544132922,52.12619288671764,0.48242836442455106,0.6424764401077816,1.0,0.0,1,0.0025390841376107254
20250428,AAPL,0.08790638978829945,-0.03561262650991459,-0.026956199860475816,52.70033448336021,0.48933384308897776,0.6703454392141955,1.0,0.0,1,0.0045317470998536
20250429,AAPL,0.05742469213592871,-0.04916035473433833,-0.040096806856948275,53.44837510044488,0.47365710328423444,0.7124211348503802,1.0,0.0,1,0.002503355809324148
20250430,AAPL,0.038611909082923335,-0.04789646408313464,-0.036434304791215455,54.38497914027976,0.665685958656085,0.7664597757256424,1.0,0.0,0,-0.05568327556646113
20250501,AAPL,0.023755886631364076,-0.04721067692157177,-0.03649358380069112,55.004716762516175,0.7205091142066172,0.8211647474031929,1.0,0.0,0,-0.07666962680473632
20250502,AAPL,-0.01877862727092261,0.01063051200023124,-0.04537834523461637,48.156482356307635,1.270607707515164,0.6320807503198539,1.0,0.0,0,-0.01926423211145567
20250505,AAPL,-0.05353575616089201,0.055791441162038824,-0.05945161534474863,43.435991980017874,0.9003989328827501,0.46889366485103673,0.0,0.0,0,-0.009085630935272704
20250506,AAPL,-0.06012980388774358,0.09396006532848644,-0.013934734287511574,43.16793234142634,0.7194262794375478,0.433239916557834,0.0,0.0,0,-0.01634084154183868
20250507,AAPL,-0.07647061575775815,0.13820907770274027,0.007952123172105807,41.52652850936762,0.9994470986093031,0.2805098813388301,0.0,0.0,1,0.005933012640476187
20250508,AAPL,-0.07420778023582952,-0.00683930085300688,-0.03680533764391003,42.81141522801827,0.8157709676332422,0.3295543233605986,0.0,0.0,1,0.037013584685147594
20250509,AAPL,-0.033211577511942814,0.04259013231136288,-0.03320382895146734,43.924356476017586,0.6327982521708126,0.34084359520644136,0.0,0.0,1,0.03407008165037584
20250512,AAPL,0.06122185453586759,0.06518509872706635,-0.026679135290813116,55.233727041518456,1.1302865043180301,0.8006914378967712,1.0,1.0,0,-0.0005844581767688872
20250513,AAPL,0.07404776701108862,0.05278104293953523,-0.03573361173335776,56.83615516050929,0.9621336635016781,0.8429915084668863,1.0,1.0,0,-0.013119274449056695
20250514,AAPL,0.08335511165791831,0.051788109949081784,-0.04117899493998034,56.228432191170874,0.9159618408965269,0.7910946653378492,1.0,1.0,0,-0.01628871783810104
20250515,AAPL,0.07209113521061172,0.08986093639264503,-0.033412638345653445,55.29458110813648,0.8477541466849348,0.7372308727679581,1.0,1.0,0,-0.020061947061079666
20250516,AAPL,0.06551667362272551,0.07390105111447953,-0.05487703586443149,55.081866254905954,1.0280405338465846,0.7083311714891821,1.0,1.0,0,-0.01855533839860124
20250519,AAPL,-0.009535554614563346,0.08228294466339303,-0.07528299664332527,52.25616759115205,0.8670616634080172,0.5973098905917603,1.0,1.0,0,-0.011887032814047127
20250520,AAPL,-0.02850698135939056,0.037004416689040864,-0.0874146640879685,50.112791101370135,0.8065279713467979,0.5039199381938658,1.0,0.0,0,-0.01012529792551653
20250521,AAPL,-0.04822682626203967,-0.010972624323177693,-0.09957604255707564,45.15723243281034,1.1170999675973505,0.3087325023667704,0.0,0.0,0,-0.027313436844453864
20250522,AAPL,-0.04771816367692305,-0.0323748575140107,-0.09895740744143511,44.43306640540551,0.8823233775658431,0.2958065396505119,0.0,0.0,0,-0.019534023257143263
20250523,AAPL,-0.07568867575259741,-0.06572018882779596,-0.11742369143821019,38.837537056036275,1.4263892254581876,0.10219640537037374,0.0,0.0,1,0.011488816847164518
20250527,AAPL,-0.04104793300990439,-0.046004806484269856,-0.11916459829685,44.89915528389147,1.0075934906186501,0.3111805326616181,0.0,0.0,1,0.0005621122296849412
20250528,AAPL,-0.031132210835667085,-0.049842334850635384,-0.11011438057999179,45.14800808838476,0.805467765975779,0.3376353630519033,0.0,0.0,0,-0.0006789693648723283
20250529,AAPL,-0.01058933767203285,-0.05782494667046256,-0.1218599805954359,44.661809055004085,0.9137953733651001,0.33872014485177154,0.0,0.0,1,0.0042440805554242456
20250530,AAPL,-0.0025327414777630564,-0.05722212613735089,-0.11258772690650565,45.864056847552106,1.2442416189921928,0.3929106920906322,0.0,0.0,1,0.0006810442340521305
20250602,AAPL,0.032928703370209256,-0.016486533252955682,-0.06227315464349814,47.034410204597634,0.6604049012318703,0.435678099245744,0.0,0.0,1,0.00012025187957376282
20250603,AAPL,0.015283888275136936,0.02336243104086333,-0.034453767943786184,49.21819032570703,0.8833426987664387,0.4917456689772645,0.0,0.0,0,-0.0078876058802263
20250604,AAPL,0.01197492194071037,0.023051622445586784,-0.04339435150520288,48.5996979089047,0.8365068758969803,0.4619386987751148,0.0,0.0,1,3.6886286139514723e-05
20250605,AAPL,0.003400929691862009,0.023659171623460207,-0.033188339676184286,45.59660716422906,1.0713300124223217,0.3499221537546857,0.0,0.0,0,-0.007092489217258802
20250606,AAPL,0.015285004910258415,0.033912597081178664,-0.026399615647066277,50.54102157884738,0.909202102133736,0.4839230249878011,0.0,1.0,0,-0.012705964011236137
20250609,AAPL,-0.0012394322589870388,0.016038717035157912,-0.04658301423614675,47.081427311233064,1.3726259067583966,0.35488523793036325,0.0,0.0,0,-0.01605540999877131
20250610,AAPL,-0.0029517372879412918,-0.03852174770718897,-0.07298202789011399,48.94053503201152,1.0388604051400907,0.4315338650668438,0.0,0.0,0,-0.018232315950213573
20250611,AAPL,-0.019919192247854656,-0.06645375439036516,-0.09119647772487904,43.672156272394,1.148985885008347,0.2514595794871303,0.0,0.0,0,-0.0044712618812744465
20250612,AAPL,-0.007127605619883015,-0.06183769124091221,-0.08933984331526124,44.36848595619553,0.8313620534725659,0.29005033984978723,0.0,0.0,0,-0.0021433836921374017
20250613,AAPL,-0.03663201700268437,-0.07093878446262858,-0.08201487891570292,40.811050193669594,0.9683042972663871,0.1386021404855076,0.0,0.0,0,-0.005010961483502885
20250616,AAPL,-0.015040955055033778,-0.06077816599949093,-0.07504937148726698,44.25896432601353,0.8187327262718627,0.27344049801513265,0.0,0.0,0,-0.0005788410669509414
20250617,AAPL,-0.03468694496260083,-0.06293707624041545,-0.06744244953193845,40.65947842920365,0.7446389757548975,0.06207329831709352,0.0,0.0,1,0.029896127946520856
20250618,AAPL,-0.011067530719360286,-0.049695493282862935,-0.05743779777968261,42.36627798114815,0.867533479665479,0.15690136873712512,0.0,0.0,1,0.017522324822069058
20250620,AAPL,0.009036139034654278,-0.005393616947294344,-0.028000842185222252,49.69343266081573,1.7860209846650525,0.5962970603782723,1.0,0.0,0,-0.024516451167766573
20250623,AAPL,0.0257063167887408,0.0006952995550006946,-0.03160533716397995,50.46069273628126,1.0211207148501793,0.6449799303174766,1.0,0.0,0,-0.011315999119153153
20250624,AAPL,0.009474850549453295,0.025759174034171828,-0.025118628165866852,48.54699228527219,1.0116501438959309,0.5013273066208993,1.0,0.0,0,-0.004893800173280338
20250625,AAPL,0.030259715678888854,0.0067428963743494386,-0.023308333330676057,50.66277484195757,0.7513925942992887,0.6321792751697616,1.0,0.0,0,-0.015212475393952873
20250626,AAPL,0.02248450514132916,0.0028939388338344862,-0.04125715512048567,49.68488337694198,0.9607171313083402,0.5674085415500406,1.0,0.0,1,0.010972970987754405
20250627,AAPL,0.00039801477495893245,0.005651433700245123,-0.039561360202525764,49.83385346088299,1.3562028706318185,0.5699007838524287,1.0,0.0,1,0.02906297277164782
20250630,AAPL,0.018213364220129424,0.021508544579914357,-0.02987768398498547,56.865227765645166,1.6705202327897446,0.9480116753439011,1.0,1.0,1,0.03122588220890421
20250701,AAPL,0.03754368142721387,0.030342119657130517,-0.014816487273088486,60.707984101052865,1.3776994057134844,1.0,1.0,1.0,1,0.015121613190125949
20250702,AAPL,0.0539789344953967,0.045112423712467375,0.0011690338397196687,66.33827877605967,1.1660474313354159,1.0,1.0,1.0,0,-0.012091690066109773
20250703,AAPL,0.0624378553167273,0.0529040417734683,0.00045041656059030544,67.54171001213729,0.6044124818911669,1.0,1.0,1.0,0,-0.008581352995239655
20250707,AAPL,0.04411177053325077,0.04645358391537169,-0.0032301686487756776,60.04417343179197,0.8721903944626007,0.8711793265480576,1.0,1.0,1,0.0002224978470675154
20250708,AAPL,0.02359021941990247,0.029864668766856672,-0.008580295515037584,60.123629471288645,0.7464763582168077,0.8409400340432255,1.0,1.0,1,0.0025941640720756887
20250709,AAPL,0.015975372993678683,0.04810126985429353,0.004369868651338926,61.66949567757201,0.8674904872936438,0.8508833762234043,1.0,1.0,1,0.0007997645425183997
20250710,AAPL,-0.000141227042965264,0.0480584186896873,0.007284235858416865,63.38737856337953,0.79813319483863,0.8624872511972063,1.0,1.0,0,-0.016228889111460254
20250711,AAPL,-0.011191795211049849,0.062279913172571755,0.02219817361731713,60.51270980343886,0.728001554649775,0.779891577557249,1.0,1.0,0,-0.007335029177832575
20250714,AAPL,-0.0063348366904508735,0.04728913528341927,0.009347777445442906,55.04949651710979,0.7143662471277824,0.6580583840340253,1.0,1.0,1,0.008326217214814413
20250715,AAPL,-0.004285471230532911,0.06444394193695269,0.019252632616071574,55.87709997625286,0.7845366358723012,0.6590230525665578,1.0,1.0,0,-0.005131597223002826
20250716,AAPL,-0.004641435841113761,0.05916746529655437,0.020365202021323858,57.67534965903258,0.8772451577925574,0.6838817521301794,1.0,1.0,0,-0.0005294358283527423
20250717,AAPL,-0.011251789949614954,0.07350240432365984,0.019335028807843768,57.339781153667374,0.8804238436699612,0.6598945943349531,1.0,1.0,1,0.010550692546645646
20250718,AAPL,9.469796990413393e-05,0.07427002543116656,0.02071600884652991,59.44514895044198,0.8940961604394955,0.7004473548048659,1.0,1.0,1,0.013208150283761322
20250721,AAPL,0.01850252708924116,0.05711439820158426,-0.0009222337907071054,61.724929986141966,0.9785475261902796,0.7466174628860097,1.0,1.0,0,-0.000792296971376949
20250722,AAPL,0.02529765796571737,0.06401984938593075,0.016181822578589022,64.86630401308682,0.8918167190290435,0.8217141339990123,1.0,1.0,0,-0.011826488622879272
20250723,AAPL,0.018985445904043274,0.06914623115654539,0.023940351550759686,64.12824702708662,0.9092446539236358,0.7885443573963299,1.0,1.0,0,-0.005817519401240645
20250724,AAPL,0.017807770404242973,0.06052781841351318,0.015561477692313419,62.92545631320471,0.8849762236167428,0.747625245412655,1.0,1.0,0,-0.0026154368953488216
20250725,AAPL,0.012785330192272237,0.06407961876310209,0.02284541649649885,63.15446968748652,0.7822553480314435,0.7490544934458915,1.0,1.0,0,-0.009315034184523285
20250728,AAPL,0.007389011512654475,0.06450174123910579,0.028675319952632394,63.49845165085818,0.7615573846504486,0.7820390772380245,1.0,1.0,0,-0.01946544229473457
20250729,AAPL,-0.014598870394635144,0.029731486887803582,0.0015531067268761412,54.53300303832021,1.0781245363572947,0.46150482490079836,0.0,1.0,0,-0.012507294469826458
20250730,AAPL,-0.02381503348688141,0.005918590746481378,-0.021297410680447992,48.62840032404682,0.9889202902542163,0.1583299446363271,0.0,1.0,0,-0.011826041190946213
20250731,AAPL,-0.028957641533745138,-0.022924082914080546,-0.04166853165945261,45.12087578237231,1.7294894186689334,0.04220925614344805,0.0,1.0,0,-0.018890693718371265
20250801,AAPL,-0.05376842285702044,-0.052306230591011804,-0.04651729181260933,35.46132113648855,2.083099793394447,0.0,0.0,0.0,0,-0.007384620810924725
20250804,AAPL,-0.04998829938084137,-0.03143596495408618,-0.048336685644709054,38.1273725441145,1.461890593859905,0.0,0.0,0.0,1,0.046133577929878156
20250805,AAPL,-0.03952293892413605,-0.033760333521172026,-0.04605991151155453,37.38996671846525,0.8583221535935391,0.012360500433056573,0.0,0.0,1,0.07750331436747304
20250806,AAPL,0.02009087474615945,0.009993354597175319,-0.00397971218273474,58.26939689751713,1.993068552580838,0.6985185667478407,1.0,1.0,1,0.0685448631517851
20250807,AAPL,0.06002787629894191,0.03587400279372743,0.02559956698697108,66.22960133055567,1.5907262525509418,1.0,1.0,1.0,1,0.027862688232193067
20250808,AAPL,0.1332641311713092,0.08614324901862092,0.06439921779950253,73.66594162544321,1.8842618934371071,1.0,1.0,1.0,0,-0.006203173539940154
20250811,AAPL,0.11845491002272523,0.0902014488064069,0.0724200405327422,70.24806902936811,1.0038027049975347,1.0,1.0,1.0,1,0.012965456640222861
20250812,AAPL,0.13301121414712647,0.09947213387277598,0.066440916829128,72.05381180477481,0.8937593325541259,1.0,1.0,1.0,1,0.010113032517152787
20250813,AAPL,0.09540356464450661,0.11150932008900205,0.07839589187525764,74.53375592967598,1.1029177045214047,1.0,1.0,1.0,0,-0.0052088386911024465
20250814,AAPL,0.05914733872001876,0.10962850011361436,0.08270340891223538,73.48417920127514,0.8169328640879783,0.9368197194998962,1.0,1.0,0,-0.005560900384584122
20250815,AAPL,0.010912674558732904,0.09789200867493042,0.0726203129799603,71.14963917730329,0.8769273405653871,0.8600273331124993,1.0,1.0,1,0.0011940902185018087
20250818,AAPL,0.016330692990037754,0.0878767253830044,0.06476815038567629,69.74598644518832,0.5928989512629728,0.8084307334178291,1.0,1.0,0,-0.013067838375341978
20250819,AAPL,0.003962567760918745,0.07659357078273654,0.05918108916273512,69.05434206557288,0.6268476567188743,0.773078018440669,1.0,1.0,0,-0.01789070150118688
20250820,AAPL,-0.03137190788486299,0.05657951878871992,0.050430227071898814,60.19139669342797,0.6749042849353498,0.656361502697468,1.0,1.0,0,-0.0035403339413884183
20250821,AAPL,-0.033851726626580536,0.05330858207627287,0.05152740184732507,58.22796889552579,0.4950721476324248,0.6189581434350486,1.0,1.0,0,-0.0008391740426723082
20250822,AAPL,-0.016537855225260634,0.06610472860770167,0.05321818687378399,61.69504270946494,0.6855410563608327,0.6662442336952907,1.0,1.0,1,0.007037887648533303
20250825,AAPL,-0.016154860485076084,0.062451760370463294,0.05376972224010346,60.55944999036994,0.502819760884277,0.6381896485399843,1.0,1.0,1,0.008184172543627355
20250826,AAPL,-0.005421582291968652,0.08662015698373726,0.07103600140674593,63.17516500592031,0.8834228733181205,0.6672246412712637,1.0,1.0,1,0.008344991433473448
20250827,AAPL,0.019822180855779026,0.10381051343939274,0.08462884770154133,64.56422739552933,0.5119118855526198,0.6738224537334806,1.0,1.0,1,0.009602058697008808
20250828,AAPL,0.03405959924407598,0.12166461201804224,0.09502248726349438,66.9214259162202,0.6460671845595598,0.7008021017632932,1.0,1.0,1,0.00111788145377123
20250829,AAPL,0.01923079113299253,0.14835183290999088,0.11082679254071692,65.96265297402029,0.7079170500175729,0.6760012221718802,1.0,1.0,1,0.02929891464330847
20250902,AAPL,0.011269578787301171,0.13095990659001489,0.11654215833930004,60.57731543315245,0.8142463742051738,0.5900014162948634,1.0,1.0,1,0.029970187760883116
20250903,AAPL,0.039945941126133366,0.17652598650851448,0.1514132549417071,70.08677358602705,1.2024397864173204,0.9545644881127107,1.0,1.0,0,-0.000320981633777917
20250904,AAPL,0.040305406155271895,0.1256840669099908,0.0998615443048616,71.2065973584626,0.9109517611908388,1.0,1.0,1.0,0,-0.0074771672371765074
20250905,AAPL,0.030658776047742586,0.09058780623289864,0.06687884341495542,71.00992446121602,1.0880556179360308,1.0,1.0,1.0,0,-0.027052918106149404
20250908,AAPL,0.02472648189995663,0.038369168628826555,0.0200854691943797,67.0017357005274,1.038409902716953,0.8561396815937902,1.0,1.0,0,-0.051829586953878404
20250909,AAPL,0.020154992417766193,0.031560936961412045,0.008900823836494265,59.90039936175517,1.398660351587052,0.6386158411536242,1.0,1.0,0,-0.029659112228792917
20250910,AAPL,-0.04897894022217286,-0.012453736931692272,-0.027266434078869195,48.13410759162214,1.709741395897029,0.21822961624184248,0.0,1.0,1,0.024127375090739367
20250911,AAPL,-0.04066227395794719,-0.014143072154721104,-0.0338983723606876,52.44542591387725,1.0499569476371389,0.4094631074844256,0.0,1.0,1,0.02400869097503988
20250912,AAPL,-0.023446931703216767,0.005541749942807428,-0.013777555336569103,57.220549906731506,1.1626391464179893,0.631819294857463,1.0,1.0,1,0.013490944588606446
20250915,AAPL,-0.0049605175313142125,0.022064858979901958,-0.005085971303628645,60.03400157182532,0.9018205795331641,0.7564896957754503,1.0,1.0,1,0.012292244673671182
20250916,AAPL,0.016215010428846544,0.03144352083688129,0.005483657318920976,61.535956612802956,1.303744211549078,0.8027202272464287,1.0,1.0,0,-0.004557985134599707
20250917,AAPL,0.05379431442391258,0.03656318539137704,0.006288540087552974,62.41712546364057,0.9491307508832796,0.8113817611328858,1.0,1.0,1,0.01759117982517222
20250918,AAPL,0.034126010282021335,0.052519847194711256,0.014673674077003929,60.4465268485416,0.9012155012096763,0.7328653964282147,1.0,1.0,1,0.06680174311020526
20250919,AAPL,0.04883151329998969,0.09159629463128072,0.044408691167433956,67.93148556662149,2.9367520916839047,1.0,1.0,1.0,1,0.03711298622603332
20250922,AAPL,0.08187574936159026,0.12434138017411867,0.08811261500177792,75.00421027380922,1.7912267956612606,1.0,1.0,1.0,0,-0.006114081237396651
20250923,AAPL,0.0683602737624811,0.12004749328246533,0.08490377535970084,72.32516977291847,0.9983883390616589,1.0,1.0,1.0,1,0.01737046628384953
20250924,AAPL,0.05573451508126226,0.10030090377600298,0.07275295967124018,68.91897369685383,0.7079059146474008,0.9280746038194769,1.0,1.0,1,0.011395536332515777
20250925,AAPL,0.07983012377913012,0.11445177229086334,0.09396960909214158,71.97616225008449,0.905604791385795,0.9820251315110744,1.0,1.0,0,-0.018054566496501057
20250926,AAPL,0.04057029211351204,0.09846925264738937,0.07576245963328243,69.69343329282083,0.7509647771192908,0.8888839811974718,1.0,1.0,0,-0.009836919810860323
20250929,AAPL,-0.006443275472520216,0.09601961464951558,0.06428566318414042,67.99688218224446,0.6536349717522453,0.8238812274925129,1.0,1.0,0,-0.003178250042889408
20250930,AAPL,0.0007861188255666729,0.10843637266994932,0.0650844796093093,68.15897366044503,0.6173640611307378,0.7982666481165769,1.0,1.0,1,0.005254869050028921
20251001,AAPL,0.012445005826292155,0.0712039067413941,0.029939967139900325,68.85542085590654,0.8093711393981575,0.7882173964327823,1.0,1.0,1,0.0089236730710478
20251002,AAPL,0.0010122231890352662,0.07235802065161101,0.03853475940665563,70.28926169732256,0.7111981146248122,0.797717513227661,1.0,1.0,0,-0.005282550015811793
20251003,AAPL,0.010021068787773313,0.07647372183054024,0.039662964899681796,71.04963717742203,0.8239890793235074,0.7879442958886412,1.0,1.0,0,-0.005833917608707995
20251006,AAPL,0.008882638960356015,0.07907347054183966,0.04109436660486754,68.23904844952192,0.7514290941744776,0.7324923453393025,1.0,1.0,1,0.0031037189686009548
20251007,AAPL,0.007265467808348136,0.09443142439278351,0.06268586171686308,67.78312067791654,0.5536254848108062,0.7057074030259599,1.0,1.0,0,-0.012562228628233307
20251008,AAPL,0.010217266163758731,0.13788088186505076,0.1029747491816011,69.43769270110448,0.6591008108080043,0.7279358960103639,1.0,1.0,0,-0.01971560866239641
20251009,AAPL,-0.012017312402292202,0.10437766654023428,0.08097439160433728,60.87173908212419,0.6995689715366776,0.603117467324369,1.0,1.0,0,-0.013015665458242176
20251010,AAPL,-0.04941471701456179,0.04784891954452197,0.05177268020275594,47.19375268914003,1.1254517529074743,0.307113032482528,0.0,1.0,0,-0.003910794036382059
20251013,AAPL,-0.03517861503530162,0.046303366519534706,0.04029914978801741,50.46068318333521,0.6952725064144676,0.3535589970940071,0.0,1.0,1,0.0035709804856958183
20251014,AAPL,-0.033959787666772545,0.04039475382123281,0.03423416263149126,50.61212886002155,0.66359658011524,0.3219375410633905,0.0,1.0,1,0.0011093770698825667
20251015,AAPL,-0.03379059638533555,0.04330721204583021,0.03142260063944824,52.82865167947945,0.6415295438024541,0.3450607172995082,0.0,1.0,1,0.013003807269079237
20251016,AAPL,-0.0259407829950149,0.04023033407176935,0.03991084699593195,49.923898205887234,0.756089445398498,0.16966671906263128,0.0,1.0,1,0.043633796798838054
20251017,AAPL,0.028621473850808377,0.027657813792801633,0.02661818379624381,56.51749466877577,1.0483767406995947,0.42352746463314767,0.0,1.0,1,0.03115407134844106
